OrderID,CustomerName,Phone,State,Product,Price,Quantity,OrderDate,PaymentStatus,Email
105,amaka obinna,,JOS,airpods,,2.0,,failed,oluchioke@mail
106,adebayo femi,08058994599,JOS,samsung phone,,1.0,,pending,emeka@mail.com
107,EMEKA UZO,,LAGOS,samsung phone,,3.0,,pending,abdul@mail
108,sarah ben,,ABUJA,hp laptop,,1.0,,paid,adefemi@mail
109,Michael Peters,08081544833,ABUJA,samsung phone,,1.0,,pending,gbenga@
110,ABDUL BELLO,,LAGOS,hp laptop,,1.0,2024-11-22,paid,danokoro@mail
111,daniel okoro,08052919441,JOS,airpods,,1.0,,pending,chinedu@email.com
112,TUNDE BAKARE,,PORT HARCOURT,infinix phone,,2.0,,paid,faith@gmail.com
113,CHINEDU OKAFOR,08007260716,LAGOS,samsung phone,,1.0,,paid,unkwoknemail@gmail.com
114,musa danjuma,08019684887,PORT HARCOURT,iphone x,,1.0,,pending,sarah@mail
115,daniel okoro,,PORT HARCOURT,samsung phone,,2.0,,paid,unkwoknemail@gmail.com
116,ifeoma igwe,,KADUNA,hp laptop,,1.0,,failed,esther@mail.com
117,Michael Peters,08087529543,LAGOS,infinix phone,,1.0,2024-10-10,paid,amina@email.com
118,ABDUL BELLO,08076968613,PORT HARCOURT,iphone x,,3.0,2024-11-23,failed,amina@email.com
119,oluchi oke,,PORT HARCOURT,airpods,,1.0,,paid,unkwoknemail@gmail.com
120,sarah ben,08086493705,LAGOS,airpods,,2.0,2024-11-10,pending,musa@mail.com
121,Blessing Okorie,08049483104,ABUJA,hp laptop,,3.0,,pending,unkwoknemail@gmail.com
122,EMEKA UZO,08066122004,JOS,iphone x,,3.0,,pending,chika@mail.com
123,gbenga isaac,08022916654,PORT HARCOURT,hp laptop,,3.0,,paid,adefemi@mail
124,CHIKA ONUOHA,08057542716,ABUJA,iphone x,,2.0,,pending,abdul@mail
125,amaka obinna,,PORT HARCOURT,airpods,,2.0,,failed,blessing@mail.com
126,CHINEDU OKAFOR,08082045134,LAGOS,iphone x,,2.0,2024-11-27,pending,no email
127,daniel okoro,08023631354,JOS,samsung phone,,1.0,,pending,musa@mail.com
128,adebayo femi,08006699575,LAGOS,iphone x,,2.0,,paid,chinedu@email.com
129,gbenga isaac,,KADUNA,airpods,,3.0,,pending,blessing@mail.com
130,gbenga isaac,08031482427,LAGOS,samsung phone,,3.0,2024-10-18,failed,abdul@mail
131,Michael Peters,08001590557,JOS,samsung phone,,2.0,,paid,musa@mail.com
132,amina ibrahim,,PORT HARCOURT,samsung phone,,1.0,,pending,musa@mail.com
133,ESTHER JOHN,08085320351,ABUJA,iphone x,,1.0,,paid,oluchioke@mail
134,CHIKA ONUOHA,08018010113,PORT HARCOURT,hp laptop,,1.0,2024-11-25,pending,amina@email.com
135,amaka obinna,08093519785,ABUJA,samsung phone,,1.0,2024-10-12,paid,danokoro@mail
136,janet olawale,,PORT HARCOURT,iphone x,,2.0,,paid,esther@mail.com
137,musa danjuma,08067767929,ENUGU,iphone x,,2.0,,paid,sarah@mail
138,amina ibrahim,,KADUNA,iphone x,,1.0,,pending,no email
139,CHINEDU OKAFOR,,PORT HARCOURT,iphone x,,1.0,2024-11-01,pending,danokoro@mail
140,ESTHER JOHN,08094010546,LAGOS,samsung phone,,3.0,,pending,amina@email.com
141,gbenga isaac,,ABUJA,airpods,,1.0,,pending,janet@mail.com
142,Chinedu Okafor,08068163528,LAGOS,hp laptop,,3.0,,paid,unkwoknemail@gmail.com
143,sarah ben,,PORT HARCOURT,iphone x,,1.0,,paid,kingsley@mail.com
144,oluchi oke,,PORT HARCOURT,airpods,,1.0,,failed,janet@mail.com
145,CHIKA ONUOHA,,PORT HARCOURT,samsung phone,,1.0,,paid,amaka@
146,CHINEDU OKAFOR,,KADUNA,iphone x,,1.0,,paid,faith@gmail.com
147,TUNDE BAKARE,08010144826,JOS,hp laptop,,1.0,,paid,unkwoknemail@gmail.com
148,gbenga isaac,08059556075,LAGOS,airpods,,1.0,,paid,no email
149,musa danjuma,,KADUNA,airpods,,1.0,,paid,chinedu@email.com
150,ABDUL BELLO,08081220702,ENUGU,hp laptop,,1.0,,pending,chinedu@email.com
151,VICTOR ADE,08083470812,KADUNA,iphone x,,1.0,,paid,unkwoknemail@gmail.com
152,musa danjuma,,ABUJA,airpods,,1.0,2024-10-10,pending,chinedu@email.com
153,CHIKA ONUOHA,,PORT HARCOURT,iphone x,,1.0,,failed,adefemi@mail
154,Chinedu Okafor,08065602867,ENUGU,iphone x,,1.0,,failed,emeka@mail.com
155,amaka obinna,,PORT HARCOURT,samsung phone,,2.0,,failed,gbenga@
156,TUNDE BAKARE,08059886835,ABUJA,iphone x,,1.0,,failed,chinedu@email.com
157,EMEKA UZO,08092657812,PORT HARCOURT,iphone x,,1.0,2024-10-21,pending,abdul@mail
158,ifeoma igwe,08078928495,ENUGU,airpods,,2.0,,failed,musa@mail.com
159,gbenga isaac,08073744699,LAGOS,infinix phone,,1.0,,failed,abdul@mail
160,ESTHER JOHN,,KADUNA,airpods,,2.0,,paid,abdul@mail
161,ABDUL BELLO,08075344365,ABUJA,hp laptop,,1.0,,failed,esther@mail.com
162,amina ibrahim,08080919696,LAGOS,infinix phone,,1.0,2024-10-23,paid,danokoro@mail
163,CHINEDU OKAFOR,08078397666,LAGOS,airpods,,2.0,,paid,unkwoknemail@gmail.com
164,ferdinand nwoke,,PORT HARCOURT,infinix phone,,1.0,,paid,unkwoknemail@gmail.com
165,Michael Peters,08004843031,JOS,samsung phone,,1.0,2024-11-10,paid,oluchioke@mail
166,TUNDE BAKARE,08026762829,ENUGU,samsung phone,,1.0,,pending,emeka@mail.com
167,adebayo femi,,PORT HARCOURT,airpods,,2.0,,pending,kingsley@mail.com
168,ABDUL BELLO,08068801332,LAGOS,samsung phone,,1.0,,failed,oluchioke@mail
169,Blessing Okorie,,ENUGU,iphone x,,1.0,2024-10-28,failed,emeka@mail.com
170,oluchi oke,08031784108,ENUGU,infinix phone,,1.0,2024-10-27,failed,chika@mail.com
171,amina ibrahim,08024476533,JOS,infinix phone,,3.0,,failed,amaka@
172,FAITH JOHN,08092966629,ABUJA,iphone x,,1.0,,paid,amaka@
173,CHIKA ONUOHA,,KADUNA,hp laptop,,2.0,,pending,faith@gmail.com
174,ABDUL BELLO,,LAGOS,hp laptop,,1.0,,paid,emeka@mail.com
175,gbenga isaac,08017821093,LAGOS,infinix phone,,1.0,2024-10-07,paid,danokoro@mail
176,Michael Peters,08049717896,PORT HARCOURT,iphone x,,1.0,,failed,emeka@mail.com
177,joy okafor,08059086625,KADUNA,iphone x,,2.0,,paid,esther@mail.com
178,oluchi oke,08041776883,ABUJA,iphone x,,3.0,,paid,emeka@mail.com
179,daniel okoro,,LAGOS,infinix phone,,1.0,,failed,abdul@mail
180,musa danjuma,08084448864,JOS,infinix phone,,3.0,,pending,faith@gmail.com
181,janet olawale,,ENUGU,airpods,,1.0,,failed,adefemi@mail
182,VICTOR ADE,08035217642,ABUJA,infinix phone,,3.0,,pending,danokoro@mail
183,amaka obinna,08049032354,JOS,hp laptop,,2.0,,pending,danokoro@mail
184,oluchi oke,08064006805,ABUJA,iphone x,,1.0,,pending,amaka@
185,musa danjuma,08040265528,LAGOS,iphone x,,1.0,,paid,adefemi@mail
186,EMEKA UZO,08059546026,ENUGU,hp laptop,,1.0,,paid,chinedu@email.com
187,joy okafor,,LAGOS,infinix phone,,1.0,,pending,amina@email.com
188,ABDUL BELLO,08067274332,LAGOS,infinix phone,,1.0,,paid,danokoro@mail
189,adebayo femi,,ENUGU,samsung phone,,1.0,,pending,unkwoknemail@gmail.com
190,oluchi oke,,JOS,hp laptop,,2.0,,pending,chinedu@email.com
191,amaka obinna,08031002134,ABUJA,iphone x,,1.0,,paid,chinedu@email.com
192,adebayo femi,08036071427,ABUJA,airpods,,1.0,,failed,oluchioke@mail
193,adebayo femi,08011303673,PORT HARCOURT,hp laptop,,1.0,,pending,emeka@mail.com
194,amina ibrahim,,LAGOS,samsung phone,,1.0,2024-11-28,pending,amaka@
195,musa danjuma,08066537987,LAGOS,samsung phone,,1.0,,failed,gbenga@
196,CHINEDU OKAFOR,08048044079,LAGOS,hp laptop,,1.0,,paid,sarah@mail
197,amina ibrahim,,JOS,iphone x,,3.0,,failed,danokoro@mail
198,CHINEDU OKAFOR,,JOS,samsung phone,,1.0,,failed,danokoro@mail
199,ifeoma igwe,08016857262,LAGOS,iphone x,,1.0,,failed,unkwoknemail@gmail.com
200,gbenga isaac,08084974137,ABUJA,samsung phone,,1.0,,paid,faith@gmail.com
201,EMEKA UZO,,ABUJA,iphone x,,1.0,,pending,oluchioke@mail
202,CHINEDU OKAFOR,08074530423,JOS,hp laptop,,1.0,,failed,chika@mail.com
203,VICTOR ADE,08006053862,ENUGU,iphone x,,3.0,2024-11-27,paid,unkwoknemail@gmail.com
204,adebayo femi,,JOS,iphone x,,2.0,,failed,blessing@mail.com
205,CHIKA ONUOHA,,KADUNA,hp laptop,,1.0,,paid,amaka@
206,KINGSLEY ONU,,KADUNA,iphone x,,1.0,,pending,amaka@
207,ferdinand nwoke,,KADUNA,hp laptop,,2.0,,paid,amaka@
208,janet olawale,08088795683,ABUJA,samsung phone,,1.0,,paid,no email
209,amina ibrahim,08072064715,PORT HARCOURT,samsung phone,,1.0,,paid,oluchioke@mail
210,Michael Peters,08033649966,LAGOS,airpods,,1.0,2024-10-12,failed,abdul@mail
211,joy okafor,08084343152,ENUGU,hp laptop,,1.0,2024-11-03,pending,unkwoknemail@gmail.com
212,KINGSLEY ONU,08051152353,ABUJA,iphone x,,1.0,,pending,chinedu@email.com
213,ifeoma igwe,,PORT HARCOURT,iphone x,,3.0,,paid,amaka@
214,TUNDE BAKARE,08021996592,ABUJA,airpods,,2.0,,paid,faith@gmail.com
215,musa danjuma,08026452376,ABUJA,iphone x,,2.0,2024-10-05,failed,chinedu@email.com
216,musa danjuma,08040698521,JOS,iphone x,,2.0,2024-10-10,pending,no email
217,adebayo femi,08073808367,LAGOS,samsung phone,,3.0,,pending,musa@mail.com
218,CHINEDU OKAFOR,,LAGOS,samsung phone,,1.0,,paid,esther@mail.com
219,oluchi oke,08021153785,PORT HARCOURT,infinix phone,,1.0,,pending,adefemi@mail
220,sarah ben,08090488202,ENUGU,airpods,,1.0,,paid,kingsley@mail.com
221,gbenga isaac,08089343631,ABUJA,iphone x,,1.0,,paid,janet@mail.com
222,ABDUL BELLO,,PORT HARCOURT,hp laptop,,1.0,,pending,faith@gmail.com
223,sarah ben,08083954938,LAGOS,airpods,,1.0,,paid,faith@gmail.com
224,joy okafor,08041049362,JOS,hp laptop,,2.0,,paid, no email
225,Michael Peters,08076520632,JOS,samsung phone,,1.0,,pending, no email
226,ferdinand nwoke,08099703864,ABUJA,samsung phone,,1.0,,failed,janet@mail.com
227,Chinedu Okafor,08000718263,JOS,samsung phone,,2.0,,paid,esther@mail.com
228,FAITH JOHN,08042247378,LAGOS,infinix phone,,2.0,,paid, no email
229,gbenga isaac,,LAGOS,iphone x,,1.0,,pending,unkwoknemail@gmail.com
230,sarah ben,,JOS,infinix phone,,3.0,,paid,esther@mail.com
231,GRACE DANIEL,08053195983,ABUJA,hp laptop,,1.0,,failed,chika@mail.com
232,ferdinand nwoke,,PORT HARCOURT,infinix phone,,1.0,2024-11-17,pending,chinedu@email.com
233,oluchi oke,08041640075,ABUJA,iphone x,,1.0,2024-10-31,failed,no email
234,amina ibrahim,,LAGOS,iphone x,,1.0,,paid,unkwoknemail@gmail.com
235,Michael Peters,,ABUJA,hp laptop,,1.0,,failed,faith@gmail.com
236,musa danjuma,08064899189,ENUGU,hp laptop,,1.0,,pending,chinedu@email.com
237,Blessing Okorie,08016956679,LAGOS,hp laptop,,3.0,,pending,musa@mail.com
238,KINGSLEY ONU,08079684405,PORT HARCOURT,samsung phone,,1.0,,paid,chika@mail.com
239,amaka obinna,,PORT HARCOURT,hp laptop,,2.0,,paid,emeka@mail.com
240,Chinedu Okafor,,LAGOS,infinix phone,,1.0,,paid,esther@mail.com
241,Michael Peters,,LAGOS,airpods,,1.0,2024-11-30,paid,danokoro@mail
242,sarah ben,08050042702,LAGOS,samsung phone,,2.0,,failed,unkwoknemail@gmail.com
243,Michael Peters,,ABUJA,iphone x,,3.0,,paid,emeka@mail.com
244,janet olawale,,KADUNA,iphone x,,1.0,,pending, no email
245,TUNDE BAKARE,08000310753,LAGOS,iphone x,,1.0,2024-10-10,failed,janet@mail.com
246,gbenga isaac,,JOS,infinix phone,,2.0,,pending,unkwoknemail@gmail.com
247,CHIKA ONUOHA,08080951128,JOS,hp laptop,,3.0,,failed,kingsley@mail.com
248,ESTHER JOHN,,JOS,hp laptop,,1.0,2024-10-11,paid,unkwoknemail@gmail.com
249,CHIKA ONUOHA,08032118925,JOS,samsung phone,,2.0,,paid,musa@mail.com
250,EMEKA UZO,08094347308,ABUJA,hp laptop,,1.0,,paid,danokoro@mail
251,CHINEDU OKAFOR,,KADUNA,hp laptop,,2.0,,pending,oluchioke@mail
252,oluchi oke,,KADUNA,iphone x,,1.0,,paid,unkwoknemail@gmail.com
253,janet olawale,08018934627,LAGOS,iphone x,,1.0,,paid,amaka@
254,Michael Peters,08075048939,ABUJA,airpods,,1.0,,pending,amaka@
255,KINGSLEY ONU,,LAGOS,hp laptop,,1.0,,paid,abdul@mail
256,ifeoma igwe,08012855930,JOS,airpods,,3.0,2024-10-08,pending,oluchioke@mail
257,amina ibrahim,,KADUNA,iphone x,,1.0,,failed,unkwoknemail@gmail.com
258,janet olawale,,LAGOS,samsung phone,,2.0,,pending,kingsley@mail.com
259,Blessing Okorie,08000497827,PORT HARCOURT,iphone x,,1.0,2024-10-25,pending,adefemi@mail
260,musa danjuma,08013120212,ABUJA,iphone x,,1.0,,pending,musa@mail.com
261,ESTHER JOHN,08071040398,JOS,iphone x,,1.0,,failed,chika@mail.com
262,GRACE DANIEL,08027302076,JOS,infinix phone,,1.0,,pending,sarah@mail
263,amina ibrahim,,ABUJA,infinix phone,,1.0,2024-11-24,failed,danokoro@mail
264,EMEKA UZO,,JOS,infinix phone,,2.0,,paid,abdul@mail
265,sarah ben,08049933867,ABUJA,samsung phone,,1.0,,paid,amina@email.com
266,VICTOR ADE,08012686329,JOS,iphone x,,1.0,2024-10-30,paid,no email
267,Michael Peters,,LAGOS,iphone x,,3.0,,paid,danokoro@mail
268,ferdinand nwoke,08057823435,ENUGU,airpods,,1.0,,paid,sarah@mail
269,joy okafor,08053860518,LAGOS,samsung phone,,1.0,,paid,adefemi@mail
270,TUNDE BAKARE,,JOS,infinix phone,,2.0,,paid,sarah@mail
271,ferdinand nwoke,,ENUGU,iphone x,,2.0,,paid,gbenga@
272,ABDUL BELLO,08090378840,PORT HARCOURT,hp laptop,,1.0,,paid,gbenga@
273,janet olawale,08047434936,LAGOS,airpods,,3.0,2024-10-23,paid,unkwoknemail@gmail.com
274,Michael Peters,08037051906,ENUGU,hp laptop,,1.0,,failed,chinedu@email.com
275,adebayo femi,08058700796,ABUJA,hp laptop,,3.0,,pending, no email
276,gbenga isaac,,LAGOS,hp laptop,,1.0,,paid,blessing@mail.com
277,FAITH JOHN,08074728781,ABUJA,hp laptop,,1.0,,pending,no email
278,FAITH JOHN,08027307990,PORT HARCOURT,iphone x,,2.0,2024-10-06,pending,chinedu@email.com
279,FAITH JOHN,,JOS,hp laptop,,1.0,2024-11-02,pending,adefemi@mail
280,ESTHER JOHN,,LAGOS,airpods,,1.0,,pending,abdul@mail
281,adebayo femi,,PORT HARCOURT,samsung phone,,1.0,,pending,abdul@mail
282,ifeoma igwe,08030920165,PORT HARCOURT,samsung phone,,1.0,2024-10-11,failed,faith@gmail.com
283,VICTOR ADE,08001751723,PORT HARCOURT,infinix phone,,1.0,,pending,no email
284,CHINEDU OKAFOR,08063491350,PORT HARCOURT,hp laptop,,1.0,,paid,no email
285,ABDUL BELLO,08013236178,ENUGU,hp laptop,,2.0,2024-10-06,paid,chinedu@email.com
286,VICTOR ADE,08017102318,ENUGU,samsung phone,,1.0,,paid,no email
287,musa danjuma,08095698055,KADUNA,infinix phone,,1.0,,pending,chinedu@email.com
288,ESTHER JOHN,08055064818,ENUGU,airpods,,2.0,,failed,sarah@mail
289,KINGSLEY ONU,08045429920,KADUNA,iphone x,,3.0,,paid,oluchioke@mail
290,FAITH JOHN,08002884899,KADUNA,hp laptop,,1.0,,paid, no email
291,ESTHER JOHN,,PORT HARCOURT,airpods,,1.0,,pending,blessing@mail.com
292,KINGSLEY ONU,,ABUJA,iphone x,,1.0,,failed,faith@gmail.com
293,Chinedu Okafor,,LAGOS,hp laptop,,1.0,2024-11-04,failed,unkwoknemail@gmail.com
294,CHINEDU OKAFOR,08051186411,ENUGU,hp laptop,,1.0,,paid,faith@gmail.com
295,Blessing Okorie,08036904132,LAGOS,infinix phone,,1.0,2024-10-01,paid,janet@mail.com
296,ESTHER JOHN,,LAGOS,samsung phone,,1.0,,pending,unkwoknemail@gmail.com
297,CHINEDU OKAFOR,08062284828,PORT HARCOURT,samsung phone,,1.0,,pending,sarah@mail
298,ESTHER JOHN,08033351910,KADUNA,hp laptop,,2.0,,paid,unkwoknemail@gmail.com
299,KINGSLEY ONU,08001986004,ABUJA,iphone x,,1.0,,failed,sarah@mail
300,janet olawale,08084251162,LAGOS,samsung phone,,3.0,,paid,emeka@mail.com
301,oluchi oke,08028176698,JOS,iphone x,,1.0,,failed,amaka@
302,Michael Peters,08034264242,ENUGU,samsung phone,,1.0,,pending,abdul@mail
303,ifeoma igwe,,PORT HARCOURT,iphone x,,1.0,2024-10-07,paid,adefemi@mail
304,Chinedu Okafor,,ENUGU,airpods,,2.0,,failed,kingsley@mail.com
305,ESTHER JOHN,08083659805,KADUNA,hp laptop,,1.0,,paid,sarah@mail
306,KINGSLEY ONU,,LAGOS,airpods,,3.0,,paid,danokoro@mail
307,janet olawale,,JOS,iphone x,,3.0,,paid,amina@email.com
308,TUNDE BAKARE,08057640206,KADUNA,airpods,,1.0,,failed,oluchioke@mail
309,ESTHER JOHN,08048310592,ABUJA,hp laptop,,3.0,,failed, no email
310,ferdinand nwoke,08037919867,JOS,samsung phone,,3.0,,paid,chika@mail.com
311,gbenga isaac,08087098806,ABUJA,infinix phone,,2.0,,paid,abdul@mail
312,KINGSLEY ONU,08040009925,ABUJA,infinix phone,,1.0,2024-11-19,paid,unkwoknemail@gmail.com
313,adebayo femi,08096905676,LAGOS,airpods,,1.0,,failed,gbenga@
